,video_id,video_title,author,comment,likes,published_at,category,clean_comment,car_model,topic
931,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@hemi-pwer2639,I used to be a benz tech and the newer GLE is an amazing car to drive. Iv taken them on multiple hour trips to short grocery trips and there's nothing like how comfy and quite it can be on the road. Here in Arizona the roads are either garbage or ok. And these cars make it feel smooth as hell,11,2024-07-29T19:10:20Z,suv,use benz tech new gel amazing car drive in take multiple hour trip short grocery trip nothing like comfy quite road arizona road either garbage of car make feel smooth hell,Other,Other
932,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@jerseyrock1969,"I will just stick to my 1997 Rav4, better than all these over priced tin boxes.",2,2024-07-29T19:10:14Z,suv,stick 1997 rave good price tin box,Other,Other
933,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@soultanasmaga9661,H,1,2024-07-29T19:08:51Z,suv,a,Other,Other
934,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@FILHOCKS,Have the made it from scrotums 😂😂😂😂😂😂😂😂😂😂,0,2024-07-29T19:08:17Z,suv,make scrotum face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji face_with_tears_of_joy_emoji,Other,Other
935,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@edudilascio,13:52 suit you sir,0,2024-07-29T19:06:18Z,suv,of of suit sir,Other,Other
936,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@thisnthat4318,"I feel like we’re going back to a time where Mercedes got stick for the Cars being less quality, but I feel now all new cars are going the same way",0,2024-07-29T19:05:54Z,suv,feel like go back time mercedes get stick car less quality but feel new car go way,Mercedes,Other
937,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@mahisiddiqui9926,"Matt, you’re really biased when it comes to BMW’s. That was unfair by far.",0,2024-07-29T19:05:50Z,suv,matt really bias come bow unfair far,BMW,Other
938,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@stefanpetrov8,"I mean you can't compare the X5's drivetrain to the GLE since it's a normal 30d lol, not a M50d.",0,2024-07-29T19:05:04Z,suv,mean not compare of drivetrain gel since normal and low not mind,Other,Other
939,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@thisnthat4318,Porsche looks dated,0,2024-07-29T19:03:27Z,suv,porsche look date,Porsche,Other
940,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@David.Torosyan,Which has the quietest cabin?,0,2024-07-29T19:02:51Z,suv,quiet cabin,Other,Other
941,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@sanjeeveaggarwal7255,Should’ve added a Range Rover to the video,0,2024-07-29T18:58:51Z,suv,add range rover video,Range Rover,range
942,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@victorramirez2891,I’m really excited for the X5.,0,2024-07-29T18:58:31Z,suv,really excite of,Other,Other
943,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@tectrailers1082,"I feel happy for the kids in future, coz these will be the old cars in there future 😂",0,2024-07-29T18:58:27Z,suv,feel happy kid future coz old car future face_with_tears_of_joy_emoji,Other,Other
944,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@KKJi001,Bmw must fire their body designers,0,2024-07-29T18:57:33Z,suv,bow must fire body designer,Bmw,Other
945,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@thisnthat4318,30 grand on Options which in technology terms is not no people are just being charged for tech that they don’t really need it which doesn’t cost a lot of money,0,2024-07-29T18:57:19Z,suv,of grand option technology term not no people charge tech not really need not cost lot money,Other,Other
946,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@sixpotshot,I tell you what: None. These are all gross overweight and useless vehicles for the illiterates...,1,2024-07-29T18:56:22Z,suv,tell none gross overweight useless vehicle illiterate,Other,Other
947,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@pauljohnson9326,Who in there right mind would pay that much money for a car .,1,2024-07-29T18:55:57Z,suv,right mind would pay much money car,Other,Other
948,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@darrenhowells7871,And The new Jaguar f pace was not involved in this shocking,0,2024-07-29T18:55:30Z,suv,new jaguar of pace not involve shocking,Other,Other
949,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Traxxmaciek,Having VW but not Lexus there is an L,0,2024-07-29T18:55:05Z,suv,vow but not lexus a,Lexus,Other
950,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@adiossmadafaka1339,Bmw loves carwow im sure 😂,0,2024-07-29T18:54:47Z,suv,bow love carlow sure face_with_tears_of_joy_emoji,Bmw,Other
951,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@drivetheworld1993,X5 M50D suposed to test .....,0,2024-07-29T18:54:37Z,suv,of mind supposed test,Other,Other
952,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@s2e130,Seats are made from bull-sac not ball-sac 🤣🤣,0,2024-07-29T18:53:43Z,suv,seat make bull-sac not ball-sac rolling_on_the_floor_laughing_emoji rolling_on_the_floor_laughing_emoji,Other,Other
953,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@luisfh5975,The oldest one been the better one say so much of the others,0,2024-07-29T18:53:32Z,suv,old one good one say much others,Other,Other
954,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@anirudhadas6602,None.....toyota,0,2024-07-29T18:52:29Z,suv,none toyota,toyota,Other
955,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@jamesseome8670,"So basically, for all the normal people in the world who actually need a car like this, the Audi is the best. Just get an M3 touring if you're looking for performance - But the Audi will do everything else plus Quattro 👌",0,2024-07-29T18:52:15Z,suv,basically normal people world actually need car like audi best get my touring look performance a but audi everything else plus quatre ok_hand_emoji,Audi,performance
956,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@santenz8460,Why is everyone talking about the 14 second mark on the video. I cant see shit thats funny,0,2024-07-29T18:52:07Z,suv,everyone talk of second mark video not see shit funny,Other,Other
957,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@jonathanmcstay,A few years ago £90k was getting me a 4s or 63 AMG. This is nuts,0,2024-07-29T18:52:03Z,suv,year ago ask get a of am nuts,Other,Other
958,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@videowsatcher,need a GLS if you want three good rows (without a heavily knees up position),0,2024-07-29T18:49:46Z,suv,need gas want three good row without heavily knees position,Other,Other
959,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@FILHOCKS,None of these cars are worth the price tag!,0,2024-07-29T18:48:57Z,suv,none car worth price tag exclamation,Other,price
960,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@camjones86,Love these reviews. Porsche and Audi more reliable. BMW - just wait till it needs something fixed 😂🤦‍♂️,0,2024-07-29T18:47:00Z,suv,love review porsche audi more reliable bow a wait till need something fixed face_with_tears_of_joy_emoji man_facepalming_emoji,Porsche,Other
961,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ight6619,"I tried BMw and nothing special, but infotainment is very very good. merc of course no, vw -audi- Porsche is same , but porsche is more satisfied but too much price.  But if I buy I will choose Porsche Cayenne GTS 4.0 engine",0,2024-07-29T18:46:46Z,suv,try bow nothing special but infotainment very very good marc course no vow audio porsche but porsche more satisfied but much price but buy choose porsche cayenne its a a engine,BMw,price
962,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@49zz,The other cars had much more hp than the q7 thats not fair at all,1,2024-07-29T18:45:13Z,suv,car much more he of not fair,Other,Other
963,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@iamatchr,"To the staff @carwow, you need to add the Volvo to these comparisons.",0,2024-07-29T18:41:48Z,suv,staff carlow need add volvo comparison,Volvo,Other
964,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@gxxxover,Best won.,0,2024-07-29T18:39:23Z,suv,best win,Other,Other
965,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@iRyan979,Man i get paid quite nice but holy fuck i could and would not afford this shit.... for 100k i have arround 12321321321321321321332132 Cars i would rather buy,0,2024-07-29T18:35:32Z,suv,man get pay quite nice but holy fuck could would not afford shit 100k around 12321321321321321321332132 car would rather buy,Other,Other
966,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MROKJIA,"You should talk about brakes, Q7, Cayenne and Touareg have 6 piston caliper front brake and 4 piston caliper rear brake as standard whereas the rest needs option for that",0,2024-07-29T18:35:31Z,suv,talk brake of cayenne tuareg a piston caliper front brake a piston caliper rear brake standard whereas rest need option,Other,Other
967,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MoXsin-n2g,Always BMW ❤,0,2024-07-29T18:34:48Z,suv,always bow red_heart_emoji,BMW,Other
968,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@gligorsuntov919,"another bmw glazing video by mat... porsche is too expensive (luxury suvs video), q7 is meh looking (wtf?). the x5's handling really shines when the soccer mom of 3 takes it to the track...",0,2024-07-29T18:33:39Z,suv,another bow glaze video mat porsche expensive luxury sun video of meh look whf of handle really shine soccer mon a take track,bmw,Other
969,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@aalamk1000,Can u do the same but with jdm brands,0,2024-07-29T18:33:16Z,suv,but jim brand,Other,Other
970,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@patrickchebos6041,I really enjoyed the video. Rather hoped the Merc would win.,1,2024-07-29T18:31:48Z,suv,really enjoy video rather hop marc would win,Other,Other
971,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@andresvelasco707,"I just saw a silly review of over priced VW's, ugly money pit (bmw) and horrendous reliability (Mercedes Benz) cars...",0,2024-07-29T18:27:06Z,suv,saw silly review price vow ugly money pit bow horrendous reliability mercedes benz car,bmw,reliability
972,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@EVo_79,What is the brand of your sunglasses?,0,2024-07-29T18:26:27Z,suv,brand sunglass,Other,Other
973,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@andrewellis5092,Which one is Mr Blobby’s car?,0,2024-07-29T18:25:13Z,suv,one or bobby car,Other,Other
974,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Toyota4Life,Where is Lexus ?,0,2024-07-29T18:24:55Z,suv,lexus,Lexus,Other
975,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MikeL-FL,"Couldn't get an X5 50e or M60i? Doesn't seem fair that its a base model, an underpowered one at that, and the others aren't.",0,2024-07-29T18:24:49Z,suv,could not get of the mini doe not seem fair base model underpowered one others not,Other,Other
976,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@kelvin.008,Average price of these cars can't even buy a 1.3l Honda Jazz in Singapore 😂,0,2024-07-29T18:24:49Z,suv,average price car not even buy a al honda jazz singapore face_with_tears_of_joy_emoji,Other,price
977,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@bsgveritas3999,95k für so ein Auto... Sind die bescheuert ...übrigens das gesamte medianvermögen eines deutschen sind nur 68 000€,0,2024-07-29T18:22:40Z,suv,ask for in auto sind die bescheuert übrigens as sesame medianvermögen lines deutschen sind our of 000,Other,Other
978,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@marcofaria5343,Tio Sake és tu?,0,2024-07-29T18:21:35Z,suv,to sake is to,Other,Other
979,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@lindokuhlemdlalose9723,"😂 ""Have they made it from Scrotum meat?"" 

That's enough internet for today I'm Done 😂🐐😂",0,2024-07-29T18:21:07Z,suv,face_with_tears_of_joy_emoji make scrotum meat enough internet today done face_with_tears_of_joy_emoji goat_emoji face_with_tears_of_joy_emoji,Other,Other
980,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Mellow6996,"When the camera pans away and you see the person driving, it's not Matt. The guy has a moustache😂. Maybe those shots were taken a different time",0,2024-07-29T18:20:23Z,suv,camera pan away see person drive not matt guy moustache face_with_tears_of_joy_emoji maybe shot take different time,Other,Other
981,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Nigel_mbusva,The last hybrid drag race the person who launched the GLE didn't launch it well it would have done better and i choose Mercedes all the way,0,2024-07-29T18:19:17Z,suv,last hybrid drag race person launch gel not launch well would well choose mercedes way,Mercedes,Other
982,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Rnaudts,Bruh why the fuck is that overpriced vw here its a mainstream brand not luxury,0,2024-07-29T18:19:07Z,suv,brush fuck overpriced vow mainstream brand not luxury,Other,Other
983,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@nicksnerotw5925,Id get the Audi. Looks the best out of all cars here in my opinion. Not a fan of the new BMW and Mercedes designs. Especially BMW downgraded their looks by a lot,0,2024-07-29T18:19:06Z,suv,id get audi look best car opinion not fan new bow mercedes design especially bow downgrade look lot,Audi,Other
984,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@kakadots,"Pointless expensive heavy cars
If you need an off roader buy a Land Cruiser
If you want luxury and space buy a large estate car",3,2024-07-29T18:19:03Z,suv,pointless expensive heavy car need reader buy land cruiser want luxury space buy large estate car,Other,Other
985,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@markhigman992,Should be bmw v merc v 3 vws,0,2024-07-29T18:18:47Z,suv,bow a marc a a vows,bmw,Other
986,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Vittyprojekt,Cayenne’s front end is the ugliest part of that car 💀💀💀,0,2024-07-29T18:18:34Z,suv,cayenne front end ugly part car skull_emoji skull_emoji skull_emoji,Other,Other
987,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@karlfranks35,Audi mmi and climate control is a deal breaker.  Absolutely crap. Laggy and unresponsive.,0,2024-07-29T18:17:57Z,suv,audi mai climate control deal breaker absolutely crap saggy unresponsive,Audi,Other
988,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@CUFC92,Shock. Matt says the BMW is the best even though he said it wasn't as good as the rest on many aspects compared to the others. #mattsonbmwspayroll,0,2024-07-29T18:16:52Z,suv,shock matt say bow best even though say not good rest many aspect compare others mattsonbmwspayroll,BMW,Other
989,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@sullacicero2610,The Mercedes back seats needs the call to prayer sound track,0,2024-07-29T18:16:42Z,suv,mercedes back seat need call prayer sound track,Mercedes,Other
990,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@clancep,"Mercedes could have done a lot more for the 2024 GLE facelift on the exterior and interior. That *cough cough* sac* leather looks cheap and needed to add items like Digital Key, a digital rearview mirror and added more interior ambient lighting elements.",0,2024-07-29T18:14:49Z,suv,mercedes could lot more 2024 gel facelift exterior interior cough cough sac leather look cheap need add item like digital key digital review mirror add more interior ambient lighting element,Mercedes,Other
991,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@JamesSmith-wo6qd,Who would pay that for a Toureg?! Should have had a X5 40d or 50e. Haven't seen video yet.,0,2024-07-29T18:14:35Z,suv,would pay toured exclamation_strong of and the not see video yet,Other,Other
992,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@nd0nd042,I got myself an X5 50e plugin Hybrid a few months ago and it’s the best decision I’ve ever made.,21,2024-07-29T18:14:01Z,suv,get of the plugin hybrid month ago best decision ever make,Other,Other
993,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@johnyg1,Where is the Range Rover sport?,0,2024-07-29T18:13:32Z,suv,range rover sport,Range Rover,range
994,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@phillipnelson3586,Who cares how the doors sound when it shut 🤔🤔🤔,0,2024-07-29T18:12:20Z,suv,care door sound shut thinking_face_emoji thinking_face_emoji thinking_face_emoji,Other,Other
995,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@moksetharous9639,Really AMAZING German SUV's just im gonna say ☝️اللهم أرزقنا ياالله,0,2024-07-29T18:12:14Z,suv,really amazing german sun go say index_pointing_up_emoji اللهم أرزقنا ياالله,Other,Other
996,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@angrymuffinsb,"I’d like to see how the new Grand Cherokee holds up, given they charge similar pricing now",0,2024-07-29T18:11:25Z,suv,would like see new grand cherokee hold give charge similar pricing,Other,Other
997,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@xtp-knight7418,Totally agree with almost everything,0,2024-07-29T18:11:17Z,suv,totally agree almost everything,Other,Other
998,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@_petar,"All BMW, Mercedes, Audi and Porsche look the same both inside and outside what on earth is this new trend? Oh well, cost saving!",1,2024-07-29T18:07:52Z,suv,bow mercedes audi porsche look inside outside earth new trend of well cost save exclamation,BMW,Other
999,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@gustav32451,"The Audi Q8 won,  because.",0,2024-07-29T18:06:33Z,suv,audi of win,Audi,Other
1000,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Jomesteer,Why did they remove the night vision part,7,2024-07-29T18:06:32Z,suv,remove night vision part,Other,Other
1001,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Holakovskykarel97,"Easy: 
1) touareg - price/value
2) porsche - best quality from vw
3) bmw - not from vw
4) audi - expensive vw with better materials, but worse reliability 
5) MB - expensive piece of unreliable ***t so cheap 🤮",1,2024-07-29T18:06:15Z,suv,easy a tuareg a price value a porsche a best quality vow a bow a not vow a audi a expensive vow good material but bad reliability a my a expensive piece unreliable cheap face_vomiting_emoji,porsche,price
1002,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@basicstuff4392,strange that BMW's win every time...lmao,0,2024-07-29T18:05:19Z,suv,strange bow win every time lao,BMW,Other
1003,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@sondreschjnhaug316,I will never choose anything over the x5,0,2024-07-29T18:05:14Z,suv,never choose anything of,Other,Other
1004,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@mra9085,"Well I mean, Porsche is in the class above Audi/BMW/Merc. It’s more a rival for Maserati/Aston etc",3,2024-07-29T18:03:59Z,suv,well mean porsche class audi bow marc more rival maserati aston etc,Porsche,Other
1005,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Juuythljgrrdwq,Cybertruck is best,0,2024-07-29T18:02:47Z,suv,cybertruck best,Other,Other
1006,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Ashley2k-q7e,This car are so cheap in south Africa the cheapest car is 171 000,0,2024-07-29T17:59:59Z,suv,car cheap south africa cheap car 171 000,Other,Other
1007,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@paddyj1,Who’s paying £83k for the bog standard Q7 with 283bhp when for virtually same price you get the SQ7 with 500bhp,0,2024-07-29T17:59:49Z,suv,pay ask bog standard of 283bhp virtually price get sqq 500bhp,Other,price
1008,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ale3hs,pfffff,0,2024-07-29T17:59:21Z,suv,pfffff,Other,Other
1009,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@ngkougkousis,Matt is BMW fan boy,0,2024-07-29T17:58:00Z,suv,matt bow fan boy,BMW,Other
1010,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@jx024x,"Carwow puts BMW in a ""Whats best ""line up, didn't need to watch to video to know Matt would pick the BMW at the end.",0,2024-07-29T17:56:51Z,suv,carlow put bow best line not need watch video know matt would pick bow end,BMW,Other
1011,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@GillianKleiser,You can call this comparison the KARTEL comparison.,0,2024-07-29T17:55:32Z,suv,call comparison cartel comparison,Other,Other
1012,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@swift2117,"Why does carwow have an issue with displaying all the stats in the video?
Do you really expect people to stop watching a video scan a Qr code and read them so you gain traffic on your website?
Pathetic.",0,2024-07-29T17:55:11Z,suv,carlow issue display stats video really expect people stop watch video scan or code read gain traffic website pathetic,Other,Other
1013,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@mtolm,Why are there no Chinese cars? Now they are much better in quality and price than german dinosaurs.,0,2024-07-29T17:55:09Z,suv,no chinese car much well quality price german dinosaur,Other,price
1014,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@DontPanicDear,"So the Porsche is the only one that can dial it up and behave ‘Like a Porsche’ but with no negative effect on the comfort settings. 
Agree 100% and it’s why we have a daily petrol S 😊
Weekend dog walks, pottering about, and speedy Autobahns dispatched with equal aplomb 🤓",0,2024-07-29T17:53:48Z,suv,porsche one dial behave like porsche but no negative effect comfort setting agree 100 daily petrol smiling_face_with_smiling_eyes_emoji weekend dog walk potter speedy autobahn dispatch equal aplomb nerd_face_emoji,Porsche,Other
1015,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@marialuizasantos7336,"São carrroessssss
Topssssssssssssssss
Neeeeeeee
ABÇS
Do 
Netao",0,2024-07-29T17:53:35Z,suv,so carrroessssss topssssssssssssssss neeeeeeee abs net,Other,Other
1016,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Matty95rufc,"Price up, power down for all..",0,2024-07-29T17:52:25Z,suv,price power,Other,price
1017,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@andrei5482...,"Best is a Lexus RX 2023, beats all of them on the price/quality ratio.",0,2024-07-29T17:51:53Z,suv,best lexus re 2023 beat price quality ratio,Lexus,price
1018,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@WetPig,Whats the freaking point of Audi/VW they are the same prices nowadays... VW Group have completely lost the game.,1,2024-07-29T17:51:03Z,suv,freak point audi vow price nowadays vow group completely lose game,Audi,Other
1019,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@GregoryLindsaymadmoney,Now do the highest performance versions of each of these in a race,0,2024-07-29T17:50:42Z,suv,high performance version race,Other,performance
1020,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@salahsalah-yo2ix,انت فعلا رائع يا رجل ❤ محتوي مميز,0,2024-07-29T17:48:41Z,suv,انت فعلا رائع of رجل red_heart_emoji محتوي مميز,Other,Other
1021,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@Vali.N,"A Land Rover product could have fit in, maybe the Velar. Also the Skoda SUV’s seem quite nice, at a good price and would have possibly provided a challenge for the others",0,2024-07-29T17:47:15Z,suv,land rover product could fit maybe velar also soda sun seem quite nice good price would possibly provide challenge others,Skoda,price
1022,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@markuslc1888,those black packs look so cheap!,0,2024-07-29T17:47:04Z,suv,black pack look cheap exclamation,Other,Other
1023,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@pedrogarcia6690,i have a touareg R and ir does have soft close,0,2024-07-29T17:45:55Z,suv,tuareg a in soft close,Other,Other
1024,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@christianmhoffman4138,"They are from Deutschland…. So after 100k Miles every little sensor will stop working and will cost you a fortune in repairs…. Especially when bought from second hand. 
😂 oh yeah, especially BMW. 
All VW will be costly as well.",0,2024-07-29T17:45:51Z,suv,deutschland 100k mile every little sensor stop working cost fortune repair especially buy second hand face_with_tears_of_joy_emoji of yeah especially bow vow costly well,BMW,Other
1025,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@MirnesCovrk,MERCEDES👑👑👑👑👑,0,2024-07-29T17:44:54Z,suv,mercedes crown_emoji crown_emoji crown_emoji crown_emoji crown_emoji,MERCEDES,Other
1026,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@BubblesTheCat1,"None is best. They're all overpriced, planned obsolescence crap 👎🏻",0,2024-07-29T17:43:28Z,suv,none best overpriced plan obsolescence crap thumbs_down_light_skin_tone_emoji,Other,Other
1027,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@hanSolo508,you need to get back that guy responsible for comparison tables,0,2024-07-29T17:41:07Z,suv,need get back guy responsible comparison table,Other,Other
1028,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@cupidstunt22,"Jeez
Test some other brands for a frickin change",0,2024-07-29T17:40:13Z,suv,jeez test brand friction change,Other,Other
1029,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@DontPanicDear,"I could live with any of those, apart from the horrible Mercedes 😮",0,2024-07-29T17:39:46Z,suv,could live apart horrible mercedes face_with_open_mouth_emoji,Mercedes,Other
1030,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@monciu,"please stop it with the sexual jokes already, every other video there's a weird joke...",1,2024-07-29T17:38:32Z,suv,please stop sexual joke already every video weird joke,Other,Other
1031,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@inventious4837,bmw's been winning an awful lot lately heheh,0,2024-07-29T17:38:30Z,suv,bow win awful lot lately here,bmw,Other
1032,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@darkxyt4706,Hell ya BMW for da winnn always,0,2024-07-29T17:38:21Z,suv,hell a bow a inn always,BMW,Other
1033,PghQPGacrlI,Best SUVs tested: BMW v Porsche v Mercedes v Audi v VW,@vivekrameshjois,"Should have had a velar/defender, XC90 and a Lexus or a Land Cruiser as well in the comparison. Would have been better than seeing 3 VWs",0,2024-07-29T17:38:16Z,suv,velar defender xci lexus land cruiser well comparison would good see a vows,Lexus,Other
